Figure 11. Oxygen ion production rate from X-ray producing charge exchange collisions combined with X-ray producing direct excitation collisions of each ion charge state vs. altitude from Juno’s PJ 7 pass.  Also included is the altitude integrated production rate of each charge state displayed.  It is evident from the charge states obtained that X-rays will be produced.

 Altitude integrated photon production [photons cm^-2 s^-1] as a function of charge state.
 ΔAlt [km]  ONeg       O          O+         O2+        O3+        O4+        O5+        O6+        O7+        O8+
     2.00   0.00E+00   1.49E+09   9.84E+08   3.11E+08   1.08E+08   4.45E+07   5.51E+07   3.44E+06   8.01E+05   0.00E+00

 Photon production [photons cm^-3 s^-1] as a function of altitude and charge state.
 Alt [km]   ONeg       O          O+         O2+        O3+        O4+        O5+        O6+        O7+        O8+
  1452.00   0.00E+00   6.18E-02   5.87E-02   2.23E-02   7.38E-03   2.10E-03   1.52E-03   5.41E-05   1.21E-05   0.00E+00
  1450.00   0.00E+00   6.22E-02   5.94E-02   2.30E-02   7.33E-03   2.27E-03   1.47E-03   4.80E-05   4.37E-06   0.00E+00
  1448.00   0.00E+00   6.27E-02   6.06E-02   2.38E-02   7.58E-03   2.29E-03   1.65E-03   5.03E-05   3.83E-06   0.00E+00
  1446.00   0.00E+00   6.36E-02   6.11E-02   2.37E-02   7.79E-03   2.18E-03   1.63E-03   6.63E-05   5.90E-06   0.00E+00
  1444.00   0.00E+00   6.43E-02   6.16E-02   2.40E-02   8.13E-03   2.34E-03   1.68E-03   5.52E-05   5.69E-06   0.00E+00
  1442.00   0.00E+00   6.45E-02   6.26E-02   2.42E-02   8.03E-03   2.33E-03   1.69E-03   6.63E-05   7.40E-06   0.00E+00
  1440.00   0.00E+00   6.59E-02   6.34E-02   2.42E-02   7.56E-03   2.26E-03   1.75E-03   4.28E-05   7.61E-06   0.00E+00
  1438.00   0.00E+00   6.68E-02   6.32E-02   2.41E-02   7.93E-03   2.40E-03   1.82E-03   5.37E-05   5.47E-07   0.00E+00
  1436.00   0.00E+00   6.67E-02   6.50E-02   2.40E-02   8.53E-03   2.31E-03   1.88E-03   3.69E-05   6.27E-06   0.00E+00
  1434.00   0.00E+00   6.93E-02   6.53E-02   2.48E-02   8.29E-03   2.53E-03   1.63E-03   4.28E-05   6.01E-06   0.00E+00
  1432.00   0.00E+00   6.87E-02   6.69E-02   2.53E-02   8.46E-03   2.43E-03   1.89E-03   7.96E-05   1.13E-05   0.00E+00
  1430.00   0.00E+00   7.11E-02   6.54E-02   2.46E-02   8.88E-03   2.69E-03   1.76E-03   6.36E-05   5.22E-06   0.00E+00
  1428.00   0.00E+00   7.25E-02   6.83E-02   2.57E-02   8.90E-03   2.59E-03   1.88E-03   7.43E-05   3.79E-06   0.00E+00
  1426.00   0.00E+00   7.37E-02   6.74E-02   2.58E-02   8.80E-03   2.71E-03   1.93E-03   4.67E-05   8.96E-06   0.00E+00
  1424.00   0.00E+00   7.21E-02   7.09E-02   2.67E-02   8.60E-03   2.61E-03   2.00E-03   3.95E-05   5.49E-06   0.00E+00
  1422.00   0.00E+00   7.45E-02   6.93E-02   2.61E-02   8.69E-03   2.86E-03   2.07E-03   6.37E-05   6.60E-06   0.00E+00
  1420.00   0.00E+00   7.48E-02   7.07E-02   2.68E-02   9.06E-03   2.79E-03   2.09E-03   6.44E-05   4.66E-06   0.00E+00
  1418.00   0.00E+00   7.38E-02   7.02E-02   2.72E-02   9.39E-03   2.83E-03   2.19E-03   9.35E-05   1.28E-05   0.00E+00
  1416.00   0.00E+00   7.62E-02   7.18E-02   2.75E-02   9.56E-03   2.91E-03   2.11E-03   7.85E-05   3.86E-06   0.00E+00
  1414.00   0.00E+00   7.60E-02   7.29E-02   2.67E-02   9.31E-03   2.94E-03   2.33E-03   7.82E-05   1.84E-05   0.00E+00
  1412.00   0.00E+00   7.81E-02   7.25E-02   2.78E-02   1.00E-02   3.03E-03   2.15E-03   6.46E-05   4.34E-06   0.00E+00
  1410.00   0.00E+00   7.92E-02   7.48E-02   2.85E-02   9.89E-03   3.16E-03   2.42E-03   7.53E-05   1.06E-05   0.00E+00
  1408.00   0.00E+00   8.04E-02   7.67E-02   2.73E-02   9.49E-03   2.94E-03   2.37E-03   8.54E-05   1.09E-05   0.00E+00
  1406.00   0.00E+00   8.01E-02   7.58E-02   2.91E-02   9.76E-03   3.11E-03   2.29E-03   6.27E-05   1.14E-05   0.00E+00
  1404.00   0.00E+00   8.20E-02   7.62E-02   2.93E-02   9.64E-03   3.17E-03   2.43E-03   1.01E-04   9.51E-06   0.00E+00
  1402.00   0.00E+00   8.24E-02   7.68E-02   2.93E-02   1.05E-02   3.16E-03   2.50E-03   8.98E-05   7.29E-06   0.00E+00
  1400.00   0.00E+00   8.59E-02   7.78E-02   3.04E-02   1.06E-02   3.20E-03   2.48E-03   9.13E-05   4.11E-06   0.00E+00
  1398.00   0.00E+00   8.25E-02   7.98E-02   2.98E-02   1.04E-02   3.04E-03   2.60E-03   1.09E-04   2.52E-05   0.00E+00
  1396.00   0.00E+00   8.61E-02   8.14E-02   3.03E-02   1.05E-02   3.37E-03   2.67E-03   9.72E-05   1.55E-05   0.00E+00
  1394.00   0.00E+00   8.61E-02   8.18E-02   3.20E-02   1.05E-02   3.24E-03   2.71E-03   9.70E-05   1.75E-05   0.00E+00
  1392.00   0.00E+00   8.74E-02   8.31E-02   3.13E-02   1.09E-02   3.59E-03   2.69E-03   1.01E-04   6.22E-06   0.00E+00
  1390.00   0.00E+00   8.71E-02   8.26E-02   3.28E-02   1.09E-02   3.44E-03   2.83E-03   9.03E-05   1.26E-05   0.00E+00
  1388.00   0.00E+00   8.99E-02   8.35E-02   3.22E-02   1.08E-02   3.46E-03   2.82E-03   8.93E-05   1.37E-05   0.00E+00
  1386.00   0.00E+00   9.08E-02   8.59E-02   3.33E-02   1.14E-02   3.62E-03   2.93E-03   1.08E-04   1.03E-05   0.00E+00
  1384.00   0.00E+00   9.23E-02   8.70E-02   3.34E-02   1.14E-02   3.75E-03   2.88E-03   9.13E-05   5.79E-06   0.00E+00
  1382.00   0.00E+00   9.24E-02   8.64E-02   3.26E-02   1.10E-02   3.87E-03   2.98E-03   9.36E-05   4.34E-06   0.00E+00
  1380.00   0.00E+00   9.41E-02   8.98E-02   3.36E-02   1.17E-02   3.77E-03   3.11E-03   1.12E-04   9.07E-06   0.00E+00
  1378.00   0.00E+00   9.52E-02   8.81E-02   3.34E-02   1.16E-02   3.69E-03   3.14E-03   1.27E-04   1.03E-05   0.00E+00
  1376.00   0.00E+00   9.57E-02   9.04E-02   3.46E-02   1.19E-02   3.93E-03   3.24E-03   1.28E-04   1.49E-05   0.00E+00
  1374.00   0.00E+00   9.79E-02   9.16E-02   3.50E-02   1.18E-02   3.83E-03   3.29E-03   9.38E-05   2.23E-05   0.00E+00
  1372.00   0.00E+00   9.75E-02   9.37E-02   3.48E-02   1.22E-02   3.96E-03   3.19E-03   1.03E-04   1.47E-05   0.00E+00
  1370.00   0.00E+00   9.83E-02   9.35E-02   3.49E-02   1.24E-02   4.13E-03   3.30E-03   1.28E-04   1.26E-05   0.00E+00
  1368.00   0.00E+00   1.01E-01   9.53E-02   3.66E-02   1.27E-02   4.12E-03   3.19E-03   1.13E-04   1.14E-05   0.00E+00
  1366.00   0.00E+00   1.02E-01   9.69E-02   3.65E-02   1.30E-02   4.08E-03   3.26E-03   1.35E-04   1.73E-05   0.00E+00
  1364.00   0.00E+00   1.02E-01   9.66E-02   3.65E-02   1.29E-02   4.17E-03   3.45E-03   9.54E-05   1.82E-05   0.00E+00
  1362.00   0.00E+00   1.04E-01   9.80E-02   3.61E-02   1.30E-02   4.23E-03   3.61E-03   1.25E-04   1.86E-05   0.00E+00
  1360.00   0.00E+00   1.07E-01   1.01E-01   3.83E-02   1.31E-02   4.44E-03   3.72E-03   1.19E-04   2.07E-05   0.00E+00
  1358.00   0.00E+00   1.07E-01   1.00E-01   3.82E-02   1.30E-02   4.20E-03   3.63E-03   1.61E-04   1.92E-05   0.00E+00
  1356.00   0.00E+00   1.10E-01   1.02E-01   3.82E-02   1.34E-02   4.43E-03   3.80E-03   1.42E-04   2.04E-05   0.00E+00
  1354.00   0.00E+00   1.11E-01   1.02E-01   3.83E-02   1.33E-02   4.60E-03   3.96E-03   1.43E-04   1.30E-05   0.00E+00
  1352.00   0.00E+00   1.11E-01   1.03E-01   3.96E-02   1.37E-02   4.62E-03   3.91E-03   1.45E-04   2.65E-05   0.00E+00
  1350.00   0.00E+00   1.11E-01   1.06E-01   3.95E-02   1.43E-02   4.56E-03   4.01E-03   1.59E-04   9.49E-06   0.00E+00
  1348.00   0.00E+00   1.14E-01   1.07E-01   3.95E-02   1.38E-02   4.80E-03   4.01E-03   1.36E-04   2.36E-05   0.00E+00
  1346.00   0.00E+00   1.14E-01   1.08E-01   4.02E-02   1.43E-02   4.57E-03   4.15E-03   1.38E-04   2.14E-05   0.00E+00
  1344.00   0.00E+00   1.14E-01   1.09E-01   4.26E-02   1.49E-02   4.81E-03   4.21E-03   1.30E-04   1.41E-05   0.00E+00
  1342.00   0.00E+00   1.17E-01   1.09E-01   4.10E-02   1.42E-02   5.06E-03   4.31E-03   1.78E-04   2.46E-05   0.00E+00
  1340.00   0.00E+00   1.19E-01   1.11E-01   4.16E-02   1.47E-02   5.19E-03   4.35E-03   1.90E-04   2.31E-05   0.00E+00
  1338.00   0.00E+00   1.21E-01   1.14E-01   4.29E-02   1.51E-02   4.99E-03   4.49E-03   1.69E-04   2.84E-05   0.00E+00
  1336.00   0.00E+00   1.21E-01   1.15E-01   4.31E-02   1.47E-02   5.26E-03   4.58E-03   1.83E-04   2.78E-05   0.00E+00
  1334.00   0.00E+00   1.23E-01   1.20E-01   4.28E-02   1.57E-02   5.16E-03   4.56E-03   1.79E-04   2.45E-05   0.00E+00
  1332.00   0.00E+00   1.26E-01   1.17E-01   4.50E-02   1.54E-02   5.44E-03   4.81E-03   1.82E-04   1.78E-05   0.00E+00
  1330.00   0.00E+00   1.26E-01   1.20E-01   4.50E-02   1.60E-02   5.19E-03   4.84E-03   1.57E-04   2.27E-05   0.00E+00
  1328.00   0.00E+00   1.30E-01   1.20E-01   4.51E-02   1.56E-02   5.24E-03   4.88E-03   2.01E-04   2.53E-05   0.00E+00
  1326.00   0.00E+00   1.29E-01   1.20E-01   4.39E-02   1.62E-02   5.72E-03   4.89E-03   2.00E-04   1.76E-05   0.00E+00
  1324.00   0.00E+00   1.31E-01   1.20E-01   4.67E-02   1.61E-02   5.67E-03   5.19E-03   2.31E-04   4.03E-05   0.00E+00
  1322.00   0.00E+00   1.32E-01   1.26E-01   4.66E-02   1.61E-02   5.51E-03   5.12E-03   1.82E-04   1.53E-05   0.00E+00
  1320.00   0.00E+00   1.36E-01   1.24E-01   4.72E-02   1.70E-02   5.85E-03   5.42E-03   1.88E-04   2.32E-05   0.00E+00
  1318.00   0.00E+00   1.37E-01   1.26E-01   4.73E-02   1.63E-02   5.73E-03   5.17E-03   2.02E-04   4.05E-05   0.00E+00
  1316.00   0.00E+00   1.39E-01   1.27E-01   4.84E-02   1.72E-02   5.97E-03   5.49E-03   1.93E-04   3.41E-05   0.00E+00
  1314.00   0.00E+00   1.39E-01   1.30E-01   4.81E-02   1.68E-02   5.89E-03   5.59E-03   2.35E-04   1.77E-05   0.00E+00
  1312.00   0.00E+00   1.38E-01   1.33E-01   4.79E-02   1.79E-02   6.12E-03   5.76E-03   2.35E-04   2.40E-05   0.00E+00
  1310.00   0.00E+00   1.41E-01   1.31E-01   4.93E-02   1.78E-02   6.11E-03   5.61E-03   2.06E-04   2.98E-05   0.00E+00
  1308.00   0.00E+00   1.42E-01   1.30E-01   5.01E-02   1.73E-02   6.20E-03   5.98E-03   2.69E-04   2.58E-05   0.00E+00
  1306.00   0.00E+00   1.44E-01   1.34E-01   5.08E-02   1.80E-02   6.36E-03   5.69E-03   2.59E-04   2.82E-05   0.00E+00
  1304.00   0.00E+00   1.48E-01   1.36E-01   5.13E-02   1.81E-02   6.46E-03   6.20E-03   2.46E-04   4.20E-05   0.00E+00
  1302.00   0.00E+00   1.49E-01   1.40E-01   5.17E-02   1.83E-02   6.64E-03   6.18E-03   2.49E-04   2.83E-05   0.00E+00
  1300.00   0.00E+00   1.49E-01   1.40E-01   5.30E-02   1.83E-02   6.37E-03   6.30E-03   2.69E-04   1.89E-05   0.00E+00
  1298.00   0.00E+00   1.54E-01   1.45E-01   5.58E-02   1.87E-02   6.68E-03   6.33E-03   2.56E-04   4.07E-05   0.00E+00
  1296.00   0.00E+00   1.57E-01   1.44E-01   5.41E-02   1.93E-02   6.97E-03   6.61E-03   2.86E-04   3.25E-05   0.00E+00
  1294.00   0.00E+00   1.55E-01   1.46E-01   5.47E-02   1.91E-02   6.85E-03   6.50E-03   3.27E-04   3.57E-05   0.00E+00
  1292.00   0.00E+00   1.58E-01   1.49E-01   5.56E-02   1.98E-02   7.23E-03   6.48E-03   2.56E-04   3.77E-05   0.00E+00
  1290.00   0.00E+00   1.59E-01   1.50E-01   5.79E-02   1.94E-02   7.18E-03   6.91E-03   3.18E-04   4.24E-05   0.00E+00
  1288.00   0.00E+00   1.61E-01   1.54E-01   5.65E-02   1.97E-02   6.97E-03   6.91E-03   3.04E-04   2.63E-05   0.00E+00
  1286.00   0.00E+00   1.64E-01   1.54E-01   5.61E-02   1.96E-02   7.16E-03   7.10E-03   2.80E-04   5.39E-05   0.00E+00
  1284.00   0.00E+00   1.67E-01   1.55E-01   5.91E-02   2.07E-02   7.30E-03   7.17E-03   3.12E-04   3.58E-05   0.00E+00
  1282.00   0.00E+00   1.70E-01   1.57E-01   5.91E-02   2.07E-02   7.27E-03   7.40E-03   3.10E-04   3.47E-05   0.00E+00
  1280.00   0.00E+00   1.72E-01   1.60E-01   5.86E-02   2.08E-02   7.84E-03   7.41E-03   3.02E-04   4.31E-05   0.00E+00
  1278.00   0.00E+00   1.73E-01   1.61E-01   5.97E-02   2.11E-02   7.69E-03   7.45E-03   3.06E-04   4.21E-05   0.00E+00
  1276.00   0.00E+00   1.77E-01   1.62E-01   6.05E-02   2.12E-02   7.97E-03   7.78E-03   2.91E-04   4.13E-05   0.00E+00
  1274.00   0.00E+00   1.76E-01   1.66E-01   6.29E-02   2.10E-02   7.77E-03   7.52E-03   3.33E-04   4.00E-05   0.00E+00
  1272.00   0.00E+00   1.79E-01   1.64E-01   6.16E-02   2.19E-02   8.05E-03   7.58E-03   3.39E-04   2.85E-05   0.00E+00
  1270.00   0.00E+00   1.79E-01   1.68E-01   6.21E-02   2.19E-02   7.87E-03   7.68E-03   3.23E-04   5.65E-05   0.00E+00
  1268.00   0.00E+00   1.80E-01   1.68E-01   6.35E-02   2.17E-02   8.32E-03   8.20E-03   3.66E-04   4.43E-05   0.00E+00
  1266.00   0.00E+00   1.85E-01   1.71E-01   6.47E-02   2.26E-02   8.20E-03   7.99E-03   3.60E-04   6.74E-05   0.00E+00
  1264.00   0.00E+00   1.87E-01   1.72E-01   6.46E-02   2.23E-02   8.16E-03   8.32E-03   3.30E-04   5.05E-05   0.00E+00
  1262.00   0.00E+00   1.89E-01   1.74E-01   6.44E-02   2.33E-02   8.34E-03   8.52E-03   4.26E-04   5.11E-05   0.00E+00
  1260.00   0.00E+00   1.93E-01   1.76E-01   6.75E-02   2.39E-02   8.62E-03   8.48E-03   3.28E-04   5.78E-05   0.00E+00
  1258.00   0.00E+00   1.95E-01   1.80E-01   6.67E-02   2.33E-02   8.63E-03   8.73E-03   3.67E-04   5.22E-05   0.00E+00
  1256.00   0.00E+00   1.96E-01   1.83E-01   6.84E-02   2.37E-02   8.90E-03   8.92E-03   3.60E-04   6.97E-05   0.00E+00
  1254.00   0.00E+00   1.97E-01   1.83E-01   6.92E-02   2.45E-02   8.89E-03   8.79E-03   3.81E-04   4.50E-05   0.00E+00
  1252.00   0.00E+00   1.98E-01   1.87E-01   6.99E-02   2.42E-02   9.40E-03   9.21E-03   4.09E-04   5.02E-05   0.00E+00
  1250.00   0.00E+00   2.06E-01   1.89E-01   7.14E-02   2.48E-02   9.11E-03   9.33E-03   4.26E-04   6.45E-05   0.00E+00
  1248.00   0.00E+00   2.06E-01   1.89E-01   7.24E-02   2.46E-02   9.14E-03   9.64E-03   4.94E-04   6.69E-05   0.00E+00
  1246.00   0.00E+00   2.07E-01   1.94E-01   7.42E-02   2.53E-02   9.22E-03   9.42E-03   4.34E-04   8.46E-05   0.00E+00
  1244.00   0.00E+00   2.12E-01   1.96E-01   7.34E-02   2.57E-02   9.63E-03   9.81E-03   5.37E-04   6.52E-05   0.00E+00
  1242.00   0.00E+00   2.15E-01   2.02E-01   7.46E-02   2.62E-02   9.43E-03   9.82E-03   5.31E-04   7.16E-05   0.00E+00
  1240.00   0.00E+00   2.19E-01   2.04E-01   7.37E-02   2.61E-02   9.58E-03   1.03E-02   4.23E-04   7.44E-05   0.00E+00
  1238.00   0.00E+00   2.22E-01   2.06E-01   7.71E-02   2.69E-02   9.99E-03   1.01E-02   5.24E-04   6.22E-05   0.00E+00
  1236.00   0.00E+00   2.21E-01   2.08E-01   7.68E-02   2.71E-02   9.93E-03   1.01E-02   4.70E-04   8.18E-05   0.00E+00
  1234.00   0.00E+00   2.26E-01   2.09E-01   7.89E-02   2.70E-02   1.01E-02   1.06E-02   4.46E-04   9.73E-05   0.00E+00
  1232.00   0.00E+00   2.32E-01   2.10E-01   7.95E-02   2.75E-02   1.05E-02   1.05E-02   5.47E-04   9.96E-05   0.00E+00
  1230.00   0.00E+00   2.31E-01   2.14E-01   8.14E-02   2.76E-02   1.00E-02   1.09E-02   5.04E-04   6.95E-05   0.00E+00
  1228.00   0.00E+00   2.28E-01   2.18E-01   8.15E-02   2.82E-02   1.04E-02   1.08E-02   5.12E-04   8.42E-05   0.00E+00
  1226.00   0.00E+00   2.35E-01   2.18E-01   8.06E-02   2.76E-02   1.05E-02   1.12E-02   5.31E-04   8.25E-05   0.00E+00
  1224.00   0.00E+00   2.39E-01   2.19E-01   8.18E-02   2.84E-02   1.07E-02   1.14E-02   5.87E-04   8.92E-05   0.00E+00
  1222.00   0.00E+00   2.43E-01   2.23E-01   8.35E-02   2.86E-02   1.08E-02   1.16E-02   5.38E-04   9.26E-05   0.00E+00
  1220.00   0.00E+00   2.44E-01   2.23E-01   8.14E-02   2.84E-02   1.10E-02   1.13E-02   5.82E-04   7.49E-05   0.00E+00
  1218.00   0.00E+00   2.43E-01   2.28E-01   8.49E-02   2.93E-02   1.08E-02   1.19E-02   5.72E-04   9.53E-05   0.00E+00
  1216.00   0.00E+00   2.48E-01   2.29E-01   8.53E-02   2.95E-02   1.12E-02   1.18E-02   5.56E-04   8.37E-05   0.00E+00
  1214.00   0.00E+00   2.52E-01   2.33E-01   8.73E-02   2.94E-02   1.11E-02   1.20E-02   6.23E-04   8.94E-05   0.00E+00
  1212.00   0.00E+00   2.53E-01   2.37E-01   8.91E-02   3.10E-02   1.15E-02   1.20E-02   5.84E-04   8.61E-05   0.00E+00
  1210.00   0.00E+00   2.59E-01   2.37E-01   8.88E-02   2.98E-02   1.15E-02   1.27E-02   6.49E-04   8.69E-05   0.00E+00
  1208.00   0.00E+00   2.60E-01   2.43E-01   9.06E-02   3.10E-02   1.14E-02   1.27E-02   6.58E-04   7.39E-05   0.00E+00
  1206.00   0.00E+00   2.62E-01   2.42E-01   9.21E-02   3.14E-02   1.17E-02   1.32E-02   7.20E-04   1.21E-04   0.00E+00
  1204.00   0.00E+00   2.66E-01   2.48E-01   9.17E-02   3.19E-02   1.18E-02   1.29E-02   6.75E-04   7.99E-05   0.00E+00
  1202.00   0.00E+00   2.70E-01   2.52E-01   9.37E-02   3.20E-02   1.20E-02   1.33E-02   6.94E-04   9.52E-05   0.00E+00
  1200.00   0.00E+00   2.77E-01   2.50E-01   9.31E-02   3.26E-02   1.21E-02   1.34E-02   6.81E-04   1.00E-04   0.00E+00
  1198.00   0.00E+00   2.82E-01   2.60E-01   9.48E-02   3.31E-02   1.22E-02   1.35E-02   6.86E-04   9.64E-05   0.00E+00
  1196.00   0.00E+00   2.87E-01   2.62E-01   9.82E-02   3.29E-02   1.29E-02   1.39E-02   7.94E-04   1.10E-04   0.00E+00
  1194.00   0.00E+00   2.87E-01   2.66E-01   9.67E-02   3.42E-02   1.27E-02   1.40E-02   6.59E-04   9.83E-05   0.00E+00
  1192.00   0.00E+00   2.87E-01   2.67E-01   9.91E-02   3.42E-02   1.27E-02   1.37E-02   7.71E-04   1.13E-04   0.00E+00
  1190.00   0.00E+00   2.95E-01   2.73E-01   1.01E-01   3.44E-02   1.27E-02   1.45E-02   7.85E-04   1.43E-04   0.00E+00
  1188.00   0.00E+00   2.95E-01   2.78E-01   1.03E-01   3.54E-02   1.33E-02   1.43E-02   6.81E-04   1.27E-04   0.00E+00
  1186.00   0.00E+00   3.01E-01   2.79E-01   1.04E-01   3.57E-02   1.31E-02   1.49E-02   8.01E-04   1.26E-04   0.00E+00
  1184.00   0.00E+00   3.05E-01   2.83E-01   1.03E-01   3.57E-02   1.34E-02   1.47E-02   7.87E-04   1.29E-04   0.00E+00
  1182.00   0.00E+00   3.11E-01   2.85E-01   1.09E-01   3.56E-02   1.31E-02   1.51E-02   7.24E-04   1.17E-04   0.00E+00
  1180.00   0.00E+00   3.11E-01   2.93E-01   1.07E-01   3.66E-02   1.36E-02   1.50E-02   7.89E-04   1.40E-04   0.00E+00
  1178.00   0.00E+00   3.13E-01   2.89E-01   1.09E-01   3.68E-02   1.37E-02   1.53E-02   8.53E-04   1.33E-04   0.00E+00
  1176.00   0.00E+00   3.21E-01   2.95E-01   1.08E-01   3.75E-02   1.42E-02   1.54E-02   8.08E-04   1.47E-04   0.00E+00
  1174.00   0.00E+00   3.20E-01   2.98E-01   1.10E-01   3.80E-02   1.41E-02   1.59E-02   8.28E-04   1.47E-04   0.00E+00
  1172.00   0.00E+00   3.25E-01   2.99E-01   1.10E-01   3.84E-02   1.41E-02   1.58E-02   9.55E-04   1.47E-04   0.00E+00
  1170.00   0.00E+00   3.27E-01   3.04E-01   1.10E-01   3.92E-02   1.43E-02   1.60E-02   8.44E-04   1.40E-04   0.00E+00
  1168.00   0.00E+00   3.33E-01   3.06E-01   1.13E-01   3.87E-02   1.43E-02   1.58E-02   8.39E-04   1.62E-04   0.00E+00
  1166.00   0.00E+00   3.33E-01   3.07E-01   1.15E-01   3.98E-02   1.47E-02   1.64E-02   8.54E-04   1.37E-04   0.00E+00
  1164.00   0.00E+00   3.37E-01   3.16E-01   1.18E-01   4.01E-02   1.51E-02   1.67E-02   8.75E-04   1.36E-04   0.00E+00
  1162.00   0.00E+00   3.50E-01   3.19E-01   1.18E-01   4.03E-02   1.52E-02   1.71E-02   9.21E-04   1.63E-04   0.00E+00
  1160.00   0.00E+00   3.49E-01   3.28E-01   1.17E-01   4.08E-02   1.54E-02   1.72E-02   9.28E-04   1.64E-04   0.00E+00
  1158.00   0.00E+00   3.54E-01   3.27E-01   1.23E-01   4.10E-02   1.54E-02   1.75E-02   9.26E-04   1.89E-04   0.00E+00
  1156.00   0.00E+00   3.64E-01   3.30E-01   1.24E-01   4.24E-02   1.57E-02   1.80E-02   1.03E-03   1.57E-04   0.00E+00
  1154.00   0.00E+00   3.61E-01   3.35E-01   1.24E-01   4.23E-02   1.58E-02   1.81E-02   9.49E-04   1.44E-04   0.00E+00
  1152.00   0.00E+00   3.70E-01   3.38E-01   1.27E-01   4.35E-02   1.63E-02   1.84E-02   1.04E-03   1.94E-04   0.00E+00
  1150.00   0.00E+00   3.74E-01   3.45E-01   1.28E-01   4.38E-02   1.58E-02   1.82E-02   1.11E-03   2.04E-04   0.00E+00
  1148.00   0.00E+00   3.80E-01   3.47E-01   1.28E-01   4.39E-02   1.69E-02   1.92E-02   1.20E-03   1.86E-04   0.00E+00
  1146.00   0.00E+00   3.87E-01   3.55E-01   1.32E-01   4.50E-02   1.69E-02   1.86E-02   9.75E-04   1.62E-04   0.00E+00
  1144.00   0.00E+00   3.88E-01   3.59E-01   1.31E-01   4.54E-02   1.72E-02   1.84E-02   1.14E-03   2.05E-04   0.00E+00
  1142.00   0.00E+00   3.91E-01   3.62E-01   1.33E-01   4.61E-02   1.70E-02   1.95E-02   1.02E-03   2.15E-04   0.00E+00
  1140.00   0.00E+00   4.03E-01   3.68E-01   1.37E-01   4.65E-02   1.75E-02   1.96E-02   1.17E-03   1.79E-04   0.00E+00
  1138.00   0.00E+00   4.02E-01   3.73E-01   1.38E-01   4.75E-02   1.76E-02   1.99E-02   1.09E-03   2.17E-04   0.00E+00
  1136.00   0.00E+00   4.10E-01   3.78E-01   1.39E-01   4.74E-02   1.83E-02   2.03E-02   1.15E-03   2.14E-04   0.00E+00
  1134.00   0.00E+00   4.12E-01   3.84E-01   1.41E-01   4.77E-02   1.81E-02   2.05E-02   1.17E-03   2.26E-04   0.00E+00
  1132.00   0.00E+00   4.21E-01   3.87E-01   1.44E-01   4.85E-02   1.82E-02   2.05E-02   1.23E-03   2.13E-04   0.00E+00
  1130.00   0.00E+00   4.21E-01   3.92E-01   1.46E-01   4.85E-02   1.81E-02   2.10E-02   1.21E-03   2.34E-04   0.00E+00
  1128.00   0.00E+00   4.30E-01   4.00E-01   1.47E-01   4.94E-02   1.88E-02   2.13E-02   1.22E-03   2.29E-04   0.00E+00
  1126.00   0.00E+00   4.30E-01   3.98E-01   1.50E-01   5.10E-02   1.91E-02   2.15E-02   1.31E-03   1.97E-04   0.00E+00
  1124.00   0.00E+00   4.41E-01   4.08E-01   1.52E-01   5.15E-02   1.88E-02   2.19E-02   1.41E-03   2.14E-04   0.00E+00
  1122.00   0.00E+00   4.42E-01   4.10E-01   1.50E-01   5.11E-02   1.89E-02   2.15E-02   1.29E-03   2.70E-04   0.00E+00
  1120.00   0.00E+00   4.50E-01   4.15E-01   1.53E-01   5.20E-02   1.94E-02   2.21E-02   1.42E-03   2.66E-04   0.00E+00
  1118.00   0.00E+00   4.55E-01   4.20E-01   1.55E-01   5.28E-02   1.97E-02   2.26E-02   1.26E-03   2.32E-04   0.00E+00
  1116.00   0.00E+00   4.64E-01   4.21E-01   1.56E-01   5.39E-02   1.98E-02   2.24E-02   1.42E-03   2.69E-04   0.00E+00
  1114.00   0.00E+00   4.66E-01   4.26E-01   1.60E-01   5.41E-02   2.00E-02   2.27E-02   1.34E-03   2.70E-04   0.00E+00
  1112.00   0.00E+00   4.70E-01   4.33E-01   1.60E-01   5.43E-02   1.94E-02   2.39E-02   1.52E-03   2.55E-04   0.00E+00
  1110.00   0.00E+00   4.82E-01   4.40E-01   1.60E-01   5.45E-02   2.04E-02   2.35E-02   1.48E-03   2.98E-04   0.00E+00
  1108.00   0.00E+00   4.84E-01   4.46E-01   1.64E-01   5.54E-02   2.07E-02   2.38E-02   1.41E-03   2.48E-04   0.00E+00
  1106.00   0.00E+00   4.89E-01   4.55E-01   1.64E-01   5.58E-02   2.10E-02   2.41E-02   1.46E-03   3.07E-04   0.00E+00
  1104.00   0.00E+00   4.99E-01   4.54E-01   1.70E-01   5.75E-02   2.11E-02   2.49E-02   1.48E-03   2.78E-04   0.00E+00
  1102.00   0.00E+00   5.02E-01   4.62E-01   1.70E-01   5.72E-02   2.22E-02   2.47E-02   1.52E-03   3.32E-04   0.00E+00
  1100.00   0.00E+00   5.09E-01   4.65E-01   1.75E-01   5.92E-02   2.17E-02   2.50E-02   1.52E-03   2.73E-04   0.00E+00
  1098.00   0.00E+00   5.16E-01   4.73E-01   1.76E-01   6.01E-02   2.24E-02   2.55E-02   1.56E-03   3.16E-04   0.00E+00
  1096.00   0.00E+00   5.20E-01   4.79E-01   1.78E-01   6.00E-02   2.26E-02   2.57E-02   1.57E-03   3.25E-04   0.00E+00
